,AR ID,Date,AR-MJO Overlap?,datetime,RMM Index,RMM Amplitude
4997,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00231.1000.nc,2013-02-06T16:00:00,False,2013-02-06 16:00:00,1.0,0.9091934
4998,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00232.1000.nc,2013-02-07T14:00:00,False,2013-02-07 14:00:00,1.0,1.205462
4999,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00233.1000.nc,2013-02-09T16:00:00,False,2013-02-09 16:00:00,1.0,1.6961551
5000,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00234.1000.nc,2013-02-09T20:00:00,False,2013-02-09 20:00:00,1.0,1.6961551
5001,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00235.1000.nc,2013-02-10T21:00:00,False,2013-02-10 21:00:00,1.0,1.7935195
5002,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00236.1000.nc,2013-02-11T20:00:00,False,2013-02-11 20:00:00,1.0,1.5842173
5003,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00237.1000.nc,2013-02-11T23:00:00,False,2013-02-11 23:00:00,1.0,1.5842173
5004,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00238.1000.nc,2013-02-13T13:00:00,False,2013-02-13 13:00:00,2.0,1.6959687
5005,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00239.1000.nc,2013-02-14T16:00:00,False,2013-02-14 16:00:00,2.0,1.9124725
5006,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00240.1000.nc,2013-02-15T08:00:00,False,2013-02-15 08:00:00,3.0,1.7196505
5007,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00241.1000.nc,2013-02-15T19:00:00,True,2013-02-15 19:00:00,3.0,1.7196505
5008,/home/disk/orca/csmall3/AR_testing_research/LPT_ARs/hourly_res/5N_5S_AR_outputs/data/AR/g0_0h/thresh1/systems/2012050100_2013043023/lpt_system_mask_AR.lptid00242.1000.nc,2013-02-17T03:00:00,False,2013-02-17 03:00:00,4.0,1.6062002
